Timestamp,Latitude,Longitude,#Units,Police,Priority,Service Time
2014-09-27 00:00:00-05:00,41.705677781999995,-87.600944364,1,0,3,0 days 00:21:00
2014-09-27 00:00:00-05:00,41.872894983,-87.69468935,3,1,2,0 days 00:22:00
2014-09-27 00:00:00-05:00,41.896702370999996,-87.762091356,1,0,3,0 days 00:20:00
2014-09-27 00:00:00-05:00,41.801460819,-87.654340425,1,0,3,0 days 00:21:00
2014-09-27 00:00:00-05:00,41.745210123,-87.60016179600001,2,0,3,0 days 00:22:00
2014-09-27 00:00:00-05:00,41.999013245,-87.661879406,3,1,2,0 days 00:21:00
2014-09-27 00:00:00-05:00,41.888102185,-87.767691506,2,0,3,0 days 00:31:00
2014-09-27 00:00:00-05:00,41.874839920999996,-87.75570254700001,2,1,2,0 days 00:20:00
2014-09-27 00:00:00-05:00,41.920691196,-87.63751304,1,0,3,0 days 00:21:00
2014-09-27 00:01:00-05:00,41.89435642,-87.72115561,1,0,3,0 days 00:22:00
2014-09-27 00:01:00-05:00,41.931047260999996,-87.782471705,1,0,3,0 days 00:21:00
2014-09-27 00:01:00-05:00,41.783522020999996,-87.59312567100001,3,1,1,0 days 00:37:00
2014-09-27 00:01:00-05:00,41.944953005,-87.649416212,2,1,2,0 days 00:25:00
2014-09-27 00:04:00-05:00,41.68050408,-87.62059140000001,2,0,3,0 days 00:25:00
2014-09-27 00:06:00-05:00,41.780725036,-87.661818721,1,0,3,0 days 00:21:00
2014-09-27 00:10:00-05:00,41.755550246,-87.621480571,2,1,1,0 days 00:18:00
2014-09-27 00:15:00-05:00,41.862073857,-87.70554224,2,1,2,0 days 00:24:00
2014-09-27 00:16:00-05:00,41.800596918000004,-87.72031775,2,0,3,0 days 00:20:00
2014-09-27 00:20:00-05:00,41.861359279,-87.694400341,2,0,3,0 days 00:31:00
2014-09-27 00:20:00-05:00,41.800817072,-87.620998122,2,0,3,0 days 00:20:00
2014-09-27 00:20:00-05:00,41.934629749,-87.746717696,2,0,3,0 days 00:21:00
2014-09-27 00:25:00-05:00,42.016941851999995,-87.68299777,1,0,3,0 days 00:24:00
2014-09-27 00:25:00-05:00,41.832329279,-87.61698314600001,2,1,2,0 days 00:37:00
2014-09-27 00:26:00-05:00,41.909909583,-87.67673404799999,2,0,3,0 days 00:26:00
2014-09-27 00:27:00-05:00,41.895944641,-87.632698303,1,0,3,0 days 00:16:00
2014-09-27 00:30:00-05:00,41.745977935,-87.688869028,2,1,2,0 days 00:23:00
2014-09-27 00:30:00-05:00,41.745977935,-87.688869028,2,1,2,0 days 00:24:00
2014-09-27 00:30:00-05:00,41.885393253000004,-87.663547848,1,0,3,0 days 00:21:00
2014-09-27 00:30:00-05:00,41.768729167,-87.623384033,2,0,3,0 days 00:24:00
2014-09-27 00:30:00-05:00,41.885393253000004,-87.663547848,2,1,2,0 days 00:25:00
2014-09-27 00:30:00-05:00,41.805193305,-87.60380266,2,1,2,0 days 00:21:00
2014-09-27 00:30:00-05:00,41.875232942,-87.6276188,1,0,3,0 days 00:29:00
2014-09-27 00:30:00-05:00,41.733129793,-87.659339768,1,0,3,0 days 00:22:00
2014-09-27 00:30:00-05:00,41.909386659,-87.764939346,2,0,3,0 days 00:24:00
2014-09-27 00:30:00-05:00,41.917434018,-87.703137113,2,0,3,0 days 00:17:00
2014-09-27 00:30:00-05:00,41.867603546,-87.70204071799999,2,0,3,0 days 00:21:00
2014-09-27 00:32:00-05:00,41.765782415,-87.611155225,2,0,3,0 days 00:23:00
2014-09-27 00:35:00-05:00,41.893686955,-87.766624845,1,0,3,0 days 00:24:00
2014-09-27 00:38:00-05:00,41.934629749,-87.746717696,1,0,3,0 days 00:23:00
2014-09-27 00:45:00-05:00,41.851869521,-87.69784226700001,2,1,2,0 days 00:22:00
2014-09-27 00:50:00-05:00,41.991332912,-87.700643015,2,0,3,0 days 00:22:00
2014-09-27 00:55:00-05:00,41.969035771,-87.659090764,1,0,3,0 days 00:21:00
2014-09-27 00:55:00-05:00,41.974298067,-87.880189351,2,0,3,0 days 00:18:00
2014-09-27 01:00:00-05:00,41.922269575,-87.638947321,2,0,3,0 days 00:27:00
2014-09-27 01:00:00-05:00,41.747543344,-87.563739255,3,1,2,0 days 00:17:00
2014-09-27 01:00:00-05:00,41.911560858,-87.67804340100001,2,0,3,0 days 00:18:00
2014-09-27 01:00:00-05:00,41.911563308000005,-87.677991941,1,0,3,0 days 00:32:00
2014-09-27 01:00:00-05:00,41.906388721999996,-87.715298834,2,1,2,0 days 00:23:00
2014-09-27 01:00:00-05:00,41.864243064,-87.66209091,3,1,2,0 days 00:21:00
2014-09-27 01:00:00-05:00,41.880210896,-87.706095491,1,0,3,0 days 00:17:00
2014-09-27 01:00:00-05:00,41.903343349000004,-87.66780144299999,1,0,3,0 days 00:22:00
2014-09-27 01:00:00-05:00,41.947250041,-87.653596936,3,1,2,0 days 00:24:00
2014-09-27 01:00:00-05:00,41.961472914,-87.760696953,2,0,3,0 days 00:23:00
2014-09-27 01:00:00-05:00,41.864243064,-87.66209091,1,0,3,0 days 00:19:00
2014-09-27 01:00:00-05:00,41.946212132,-87.646579678,3,1,2,0 days 00:29:00
2014-09-27 01:00:00-05:00,41.765963535,-87.688170537,2,0,3,0 days 00:20:00
2014-09-27 01:00:00-05:00,41.776150283,-87.61552262299999,1,0,3,0 days 00:21:00
2014-09-27 01:00:00-05:00,41.938924589,-87.739801531,2,0,3,0 days 00:22:00
2014-09-27 01:00:00-05:00,41.880660786,-87.731186405,2,0,3,0 days 00:20:00
2014-09-27 01:00:00-05:00,41.911563098,-87.677955205,3,1,2,0 days 00:19:00
2014-09-27 01:00:00-05:00,41.941014259,-87.719180478,1,0,3,0 days 00:22:00
2014-09-27 01:00:00-05:00,41.88573704,-87.74590553700001,2,0,3,0 days 00:29:00
2014-09-27 01:00:00-05:00,41.95381466,-87.71585552799999,2,1,1,0 days 00:22:00
2014-09-27 01:00:00-05:00,41.758117426999995,-87.573681011,1,0,3,0 days 00:24:00
2014-09-27 01:05:00-05:00,41.792863743000005,-87.674262877,2,0,3,0 days 00:20:00
2014-09-27 01:08:00-05:00,42.000934351,-87.668036301,1,0,3,0 days 00:22:00
2014-09-27 01:10:00-05:00,41.750322112,-87.603940546,1,0,3,0 days 00:18:00
2014-09-27 01:10:00-05:00,41.889978094,-87.634405184,2,1,1,0 days 00:26:00
2014-09-27 01:10:00-05:00,41.764900898,-87.576943938,1,0,3,0 days 00:17:00
2014-09-27 01:10:00-05:00,41.860050483,-87.720113665,1,0,3,0 days 00:19:00
2014-09-27 01:11:00-05:00,41.76134598,-87.613953952,1,0,3,0 days 00:22:00
