,Mean,Median,Max,Officers Maxed,percentage,Index,Violent,Police,RTs
index_all_data_worst_case_0__0.1,4.065488339294616,3.0019041967514637,57.59346023835859,20,0.1,1,0,1,"[4.155655423962619, 1.3155510954801348, 1.738053487765171, 1.5425018951868472, 3.2638839524277037, 7.621506145376367, 4.612615109299466, 2.7519085463606197, 1.0856484645879678, 6.4087701790796245, 1.1148595076242436, 1.6325105322678866, 1.0909686579591635, 1.1658875688170307, 2.8137112108069156, 1.235775597449886, 5.406452210222825, 2.197052332011881, 1.579771210558366, 3.135653124883493, 3.76219015248487, 1.887995389414294, 1.2085879925932372, 2.0121282637602995, 3.6822871487690607, 2.9828706177687754, 3.451301403059641, 2.646163334037556, 4.559621956827023, 36.53115886015385, 43.85014459343582, 34.04555824126661, 2.4822160015907144, 2.5627021014825955, 3.4987460698174413, 4.113438738861895, 3.145907701293699, 2.9130230405010753, 57.59346023835859, 1.2969207252662582, 1.720619322206619, 0.7821448544123678, 3.2191556165881665, 4.33195533572769, 3.839672536567787, 2.2821215529347434, 2.924041470416444, 5.167720618390149, 0.4775041321286988, 2.5314001391874927, 6.600408552574349, 2.1222131432761255, 1.120727441062796, 4.736525842892118, 3.0230367728385557, 1.8796767619023946, 3.6641551816272515, 0.7543946586799559, 2.074862365938832, 2.549658493543938, 4.034047622006537, 2.595532392160762, 0.28255371767308346, 2.840931064908596, 0.7233185653746257, 5.543070389103611, 0.8973855742105461, 1.490602980103645, 4.091038003156575, 5.433835298942424, 3.9607752867635186, 1.1265845004784572, 4.707338660568929, 2.8871009854971605, 1.692473933413698, 4.435691028620429, 6.306778244497746, 1.758691140467521, 5.769914685523259, 2.5951845477027855, 1.1577795866628557, 2.046968633104254, 1.8793611045521765, 3.3010961015074503, 3.900008388531946, 1.8809325562031645, 1.8900164042402476, 3.7736168242882178, 4.185107870307083, 2.559580635540036, 0.7166701256415675, 2.0108351249580574, 5.476503597748145, 2.932687623497831, 1.3567937788161608, 2.204561807946115, 1.253161793033169, 6.066270023736438, 3.814341282761878, 6.111708775025786, 4.240801819379373, 2.108952427703282, 5.235184547702786, 1.869875539040849, 5.959598033976665, 5.114036810120918, 2.3189191842618717, 2.8026295872842293, 4.1387889445362696, 5.99222662706451, 1.4332794810294907, 1.8936710079908539, 1.1082879938359826, 2.98138584761455, 2.6937809288279677, 1.3650497719562058, 1.7628518523121282, 2.4272123976288418, 3.862830974188178, 3.2898601289969807, 5.46768147190774, 6.637611194651226, 3.7724989747349853, 5.168473100774231, 1.1283507524823841, 4.843787204692607, 2.6449358121963042, 1.939998384430885, 1.9900393950315038, 5.432859992294981, 4.234482769334014, 1.385162675382455, 3.1533125380590805, 3.1533125380590805, 4.55239073160426, 3.982494687263101, 1.9349282314489171, 1.8124467172878322, 3.5257173748244623, 3.323589483887805, 6.255993575005904, 5.660876446245046, 1.5443806156561077, 0.6607478842258319, 1.6973175338958832, 1.7038323163532876, 4.061471783464031, 2.5137960281854674, 5.878395802005791, 3.5395015969279338, 2.4262812705829724, 3.448443647706514, 4.12246852747089, 2.6570469882063454, 3.2069870257372592, 3.4359641219381865, 4.347741620788646, 4.468657959163383, 3.3887109001205458, 0.822657114096462, 2.574317111362422, 31.109038239278267, 5.662544459219309, 3.8024227323001982, 1.9050890427131617, 3.965228913716183, 2.3818507586961117, 3.1226966334025135, 2.289164502218301, 3.320678228342054, 1.5392695142107944, 1.304799483017883, 3.2005201511178503, 1.0049479911019426, 0.8911398461481106, 1.4102131308486712, 7.312177600755589, 7.299374091242375, 2.793075422222775, 3.21853803422521, 2.8347785427566583, 15.45184566343966, 21.042921756745045, 5.88845271974847, 2.990557309207501, 7.144964519616737, 6.6016386841810935, 3.115323673058521, 1.8681652105832207, 3.1340002734040047, 1.379695092398126, 1.9118478382442492, 3.7531000285831464, 6.110504243975793, 3.901311096474331, 4.170268246610411, 3.3202061093367474, 3.3049563796338877, 8.136549765742476, 2.822952887519107, 5.243622168093756, 6.304115973007571, 2.3303395802005795, 1.7472398623038015, 2.1683562826997407, 1.4936414927858626, 1.5540755837796862, 3.5707206680999666, 0.822532839549132, 2.643170492251482, 2.0726943964606614, 2.3787350715200017, 1.726427603862453, 0.6579489107335926, 15.803476021226063, 1.6365252215193808, 4.445742043322108, 3.8172281183590795, 25.063547168404476, 3.5171453515105577, 3.83403631302273, 1.7049476804155743, 2.862887954068128, 3.408967962021699, 1.5990393577491395, 4.730271912709559, 6.7372750941379715, 7.333032982464863, 2.225514496625946, 2.0854272558937206, 2.4916819938608374, 3.023888674860502, 0.7560714330098055, 8.857402413411705, 3.6296090322741, 5.189311829694161, 2.3519523531385538, 4.555071333590167, 1.6179380988479752, 7.144964519616737, 1.1303304460213504, 3.1685221892204267, 2.7690217729006923, 2.3519523531385538, 5.706332161010104, 1.8811478618564137, 3.067665067667491, 2.3450439310524813, 4.639108267985633, 2.202207737333316, 2.4822160015907144, 3.448443647706514, 4.270354306734438, 0.5730849292256454, 2.9633355909876102, 2.734222041333714, 1.6029906669814957, 2.105104514894305, 4.935730796475574, 2.8668754893310306, 2.5528437123292775, 2.911633340375558, 6.700151614947744, 2.3303395802005795, 2.7929674897784196, 3.251955460002237, 2.3965802751438483, 3.6065677855518423, 2.887179216324705, 0.827325487466912, 1.738053487765171, 6.368999092795805, 1.449446046205277, 1.4125719238942673, 4.390364994345509, 1.465282662457902, 2.4548013471360934, 9.146520871910194, 0.656541501485081, 2.2230830651074354, 0.403898492549741, 0.8872024556650553, 2.777206183901475, 3.395674313693813, 2.289164502218301, 7.489984714230679, 4.55239073160426, 1.3429787987622255, 3.1715447947605853, 3.7416212857444675, 4.55239073160426, 5.743142468341062, 0.6660526054158848, 7.144964519616737, 1.709448283147129, 7.106446120770005, 1.4745708178507961, 3.229914126287796, 1.9085910994569204, 3.3958402823517724, 2.1338579790473116, 3.5388047274037815, 3.27715709545528, 2.247750941379696, 4.630470876259835, 3.294823654417339, 2.2921311220748883, 2.7576801670249917, 3.967548746691191, 1.2391694110629203, 15.250323735195783, 3.785633551642289, 5.709956566045707, 4.805798650378416, 1.4684901885244883, 2.683543564442567, 6.818204046379261, 3.2677792759764883, 6.47618321796513, 3.9857520474231682, 2.3519523531385538, 4.587043073558105, 2.5121487690606097, 1.2543418419973407, 9.028514359923944, 5.216288975604906, 3.96952104589459, 6.700151614947744, 3.448443647706514, 0.6820603477201834, 7.573756446742145, 3.9818608870717194, 6.807067182820289, 3.448443647706514, 3.013251084295426, 7.573756446742145, 3.448443647706514, 3.416163582586652, 2.566870580486411, 3.3311233176333164, 1.9085910994569204, 3.444102675631004, 3.5102222028906267, 2.289164502218301, 13.428539774068927, 12.55815464724677, 0.9102141250450497, 1.1010591298296197, 2.9482020579865043, 1.2495305528974612, 1.8497868691513293, 3.804737967116956, 0.9601429778667032, 2.6332030521828833, 1.8872836069444618, 1.2543418419973407, 9.312144605863264, 4.494599960232145, 11.469793952800536, 4.929793890663253, 1.4705683696422138, 19.947504753501423, 1.735173300856252, 3.6458103943231395, 4.287728199137535, 4.262163122770825, 2.833593274261499, 4.274772018342924, 3.238186710079909, 4.719585668659203, 3.770138255433906, 1.6796331415362822, 3.0529785502131306, 2.1385145463357653, 5.878395802005791, 6.112540606708395, 0.18747157219729832, 1.324058930990344, 20.298224427404964, 18.844392048914504, 1.2044971851815032, 4.894005990033182, 14.48194321895923, 2.37070445027154, 1.1279369182397756, 5.078839462139762, 4.938595635477898, 1.0535483490126387, 0.21672797544334949, 3.5841745684566355, 5.048285446207763, 4.514529248014713, 1.6371683423018137, 1.0723153590913046, 2.907027663514236, 1.3925000310686368, 4.176171163334039, 0.4741971864242486, 2.643832875588751, 2.733881280524936, 1.6386463394932087, 2.1704785812817677, 3.9738139858575576, 0.9059577217989985]"
index_all_data_worst_case_0__0.2,3.157005504193528,2.89710343991947,9.028514359923944,0,0.2,1,0,1,"[4.155655423962619, 1.3155510954801348, 1.738053487765171, 1.5425018951868472, 3.2638839524277037, 7.621506145376367, 4.612615109299466, 2.7519085463606197, 1.0856484645879678, 6.4087701790796245, 7.003390955298446, 1.1148595076242436, 1.6325105322678866, 1.0909686579591635, 1.1658875688170307, 2.8137112108069156, 1.235775597449886, 6.60713230268309, 4.228017883107362, 5.406452210222825, 2.197052332011881, 1.579771210558366, 3.135653124883493, 3.76219015248487, 1.887995389414294, 1.2085879925932372, 2.0121282637602995, 3.6822871487690607, 3.136183342239677, 2.9828706177687754, 3.451301403059641, 2.646163334037556, 4.559621956827023, 2.4822160015907144, 2.5627021014825955, 3.4987460698174413, 4.113438738861895, 3.145907701293699, 2.9130230405010753, 1.2969207252662582, 1.720619322206619, 0.7821448544123678, 3.2191556165881665, 4.33195533572769, 3.839672536567787, 2.2821215529347434, 2.924041470416444, 5.167720618390149, 0.4775041321286988, 2.5314001391874927, 6.600408552574349, 2.1222131432761255, 1.120727441062796, 4.736525842892118, 3.0230367728385557, 1.8796767619023946, 3.6641551816272515, 0.7543946586799559, 2.074862365938832, 2.549658493543938, 4.034047622006537, 2.595532392160762, 0.28255371767308346, 2.840931064908596, 0.7233185653746257, 5.543070389103611, 0.8973855742105461, 1.490602980103645, 4.091038003156575, 5.433835298942424, 3.9607752867635186, 1.1265845004784572, 4.707338660568929, 2.8871009854971605, 1.692473933413698, 4.435691028620429, 6.306778244497746, 1.758691140467521, 5.769914685523259, 2.5951845477027855, 1.1577795866628557, 2.046968633104254, 1.8793611045521765, 3.3010961015074503, 3.900008388531946, 1.8809325562031645, 1.8900164042402476, 3.7736168242882178, 4.185107870307083, 2.559580635540036, 0.7166701256415675, 2.0108351249580574, 5.476503597748145, 2.932687623497831, 1.3567937788161608, 2.204561807946115, 1.253161793033169, 6.066270023736438, 3.814341282761878, 6.111708775025786, 4.240801819379373, 2.108952427703282, 5.235184547702786, 1.869875539040849, 5.959598033976665, 5.114036810120918, 2.3189191842618717, 2.8026295872842293, 4.1387889445362696, 5.99222662706451, 1.4332794810294907, 1.8936710079908539, 1.1082879938359826, 2.98138584761455, 2.6937809288279677, 1.3650497719562058, 1.7628518523121282, 2.4272123976288418, 3.862830974188178, 3.2898601289969807, 5.46768147190774, 6.637611194651226, 3.7724989747349853, 5.168473100774231, 1.1283507524823841, 4.843787204692607, 2.6449358121963042, 1.939998384430885, 1.9900393950315038, 5.432859992294981, 4.234482769334014, 1.385162675382455, 3.1533125380590805, 3.1533125380590805, 4.55239073160426, 3.982494687263101, 1.9349282314489171, 1.8124467172878322, 3.5257173748244623, 3.323589483887805, 6.255993575005904, 5.660876446245046, 1.5443806156561077, 0.6607478842258319, 1.6973175338958832, 1.7038323163532876, 4.061471783464031, 2.5137960281854674, 5.878395802005791, 3.5395015969279338, 2.4262812705829724, 3.448443647706514, 4.12246852747089, 2.6570469882063454, 1.212150943865187, 3.2069870257372592, 3.4359641219381865, 4.347741620788646, 4.468657959163383, 3.3887109001205458, 0.822657114096462, 2.574317111362422, 5.662544459219309, 3.8024227323001982, 1.9050890427131617, 3.965228913716183, 2.3818507586961117, 3.1226966334025135, 2.289164502218301, 3.320678228342054, 1.5392695142107944, 1.304799483017883, 3.2005201511178503, 1.0049479911019426, 0.8911398461481106, 1.4102131308486712, 4.810489206755565, 7.312177600755589, 7.299374091242375, 2.641881454509302, 2.793075422222775, 3.21853803422521, 2.8347785427566583, 5.88845271974847, 2.990557309207501, 7.144964519616737, 6.6016386841810935, 3.115323673058521, 1.8681652105832207, 3.1340002734040047, 1.379695092398126, 1.9118478382442492, 3.7531000285831464, 6.110504243975793, 3.901311096474331, 4.170268246610411, 3.3202061093367474, 3.3049563796338877, 8.136549765742476, 2.822952887519107, 5.243622168093756, 6.304115973007571, 2.3303395802005795, 1.7472398623038015, 2.1683562826997407, 1.4936414927858626, 1.5540755837796862, 3.5707206680999666, 0.822532839549132, 2.643170492251482, 2.0726943964606614, 2.3787350715200017, 1.3089962966184896, 1.726427603862453, 2.777206183901475, 0.6579489107335926, 1.6365252215193808, 4.445742043322108, 3.8172281183590795, 3.5171453515105577, 3.83403631302273, 1.7049476804155743, 2.862887954068128, 3.408967962021699, 1.5990393577491395, 4.730271912709559, 6.7372750941379715, 7.333032982464863, 2.225514496625946, 2.0854272558937206, 2.4916819938608374, 3.023888674860502, 0.7560714330098055, 8.857402413411705, 3.6296090322741, 5.189311829694161, 2.3519523531385538, 4.555071333590167, 1.6179380988479752, 7.144964519616737, 1.1303304460213504, 3.1685221892204267, 2.7690217729006923, 2.3519523531385538, 5.706332161010104, 1.8811478618564137, 3.067665067667491, 2.3450439310524813, 4.639108267985633, 2.202207737333316, 2.4822160015907144, 3.448443647706514, 4.270354306734438, 0.5730849292256454, 2.9633355909876102, 2.734222041333714, 1.6029906669814957, 2.105104514894305, 4.935730796475574, 2.8668754893310306, 2.5528437123292775, 2.911633340375558, 6.700151614947744, 2.3303395802005795, 2.7929674897784196, 3.251955460002237, 2.3965802751438483, 3.6065677855518423, 2.887179216324705, 0.827325487466912, 1.738053487765171, 2.3533603216225285, 6.368999092795805, 1.449446046205277, 1.4125719238942673, 4.390364994345509, 1.465282662457902, 2.4548013471360934, 0.656541501485081, 2.2230830651074354, 0.403898492549741, 0.8872024556650553, 2.777206183901475, 3.395674313693813, 2.289164502218301, 7.489984714230679, 4.55239073160426, 1.3429787987622255, 3.1715447947605853, 3.7416212857444675, 4.55239073160426, 5.743142468341062, 0.6660526054158848, 7.144964519616737, 1.709448283147129, 7.106446120770005, 1.4745708178507961, 3.229914126287796, 1.9085910994569204, 3.3958402823517724, 2.1338579790473116, 3.5388047274037815, 3.27715709545528, 2.247750941379696, 4.270354306734438, 4.630470876259835, 3.294823654417339, 2.2921311220748883, 2.7576801670249917, 3.967548746691191, 1.2391694110629203, 3.785633551642289, 5.709956566045707, 4.805798650378416, 1.4684901885244883, 2.683543564442567, 6.818204046379261, 3.2677792759764883, 6.47618321796513, 3.9857520474231682, 2.3519523531385538, 4.587043073558105, 2.5121487690606097, 1.2543418419973407, 9.028514359923944, 5.216288975604906, 3.96952104589459, 6.700151614947744, 3.448443647706514, 0.6820603477201834, 7.573756446742145, 3.9818608870717194, 6.807067182820289, 3.448443647706514, 3.013251084295426, 7.573756446742145, 3.448443647706514, 3.416163582586652, 2.566870580486411, 3.3311233176333164, 1.9085910994569204, 3.444102675631004, 3.5102222028906267, 2.5316524786558467, 2.5316524786558467, 2.289164502218301, 0.9102141250450497, 1.1010591298296197, 2.9482020579865043, 1.2495305528974612, 1.8497868691513293, 2.3519523531385538, 3.804737967116956, 0.9601429778667032, 2.6332030521828833, 1.8872836069444618, 2.379986826897983, 3.448443647706514, 1.2543418419973407, 4.494599960232145, 4.929793890663253, 1.4705683696422138, 1.735173300856252, 3.6458103943231395, 4.287728199137535, 4.262163122770825, 2.833593274261499, 4.274772018342924, 3.238186710079909, 4.719585668659203, 3.448443647706514, 3.770138255433906, 1.6796331415362822, 3.0529785502131306, 2.1385145463357653, 3.448443647706514, 3.448443647706514, 5.878395802005791, 0.18747157219729832, 1.324058930990344, 0.3759861185330633, 1.2044971851815032, 4.894005990033182, 2.37070445027154, 1.1279369182397756, 5.078839462139762, 4.938595635477898, 1.0535483490126387, 0.21672797544334949, 3.5841745684566355, 5.048285446207763, 4.514529248014713, 1.6371683423018137, 1.0723153590913046, 2.907027663514236, 1.3925000310686368, 4.176171163334039, 0.4741971864242486, 2.643832875588751, 2.733881280524936, 1.6386463394932087, 2.1704785812817677, 3.9738139858575576, 0.9059577217989985]"
index_all_data_worst_case_0__0.3,3.157005504193528,2.89710343991947,9.028514359923944,0,0.3,1,0,1,"[4.155655423962619, 1.3155510954801348, 1.738053487765171, 1.5425018951868472, 3.2638839524277037, 7.621506145376367, 4.612615109299466, 2.7519085463606197, 1.0856484645879678, 6.4087701790796245, 7.003390955298446, 1.1148595076242436, 1.6325105322678866, 1.0909686579591635, 1.1658875688170307, 2.8137112108069156, 1.235775597449886, 6.60713230268309, 4.228017883107362, 5.406452210222825, 2.197052332011881, 1.579771210558366, 3.135653124883493, 3.76219015248487, 1.887995389414294, 1.2085879925932372, 2.0121282637602995, 3.6822871487690607, 3.136183342239677, 2.9828706177687754, 3.451301403059641, 2.646163334037556, 4.559621956827023, 2.4822160015907144, 2.5627021014825955, 3.4987460698174413, 4.113438738861895, 3.145907701293699, 2.9130230405010753, 1.2969207252662582, 1.720619322206619, 0.7821448544123678, 3.2191556165881665, 4.33195533572769, 3.839672536567787, 2.2821215529347434, 2.924041470416444, 5.167720618390149, 0.4775041321286988, 2.5314001391874927, 6.600408552574349, 2.1222131432761255, 1.120727441062796, 4.736525842892118, 3.0230367728385557, 1.8796767619023946, 3.6641551816272515, 0.7543946586799559, 2.074862365938832, 2.549658493543938, 4.034047622006537, 2.595532392160762, 0.28255371767308346, 2.840931064908596, 0.7233185653746257, 5.543070389103611, 0.8973855742105461, 1.490602980103645, 4.091038003156575, 5.433835298942424, 3.9607752867635186, 1.1265845004784572, 4.707338660568929, 2.8871009854971605, 1.692473933413698, 4.435691028620429, 6.306778244497746, 1.758691140467521, 5.769914685523259, 2.5951845477027855, 1.1577795866628557, 2.046968633104254, 1.8793611045521765, 3.3010961015074503, 3.900008388531946, 1.8809325562031645, 1.8900164042402476, 3.7736168242882178, 4.185107870307083, 2.559580635540036, 0.7166701256415675, 2.0108351249580574, 5.476503597748145, 2.932687623497831, 1.3567937788161608, 2.204561807946115, 1.253161793033169, 6.066270023736438, 3.814341282761878, 6.111708775025786, 4.240801819379373, 2.108952427703282, 5.235184547702786, 1.869875539040849, 5.959598033976665, 5.114036810120918, 2.3189191842618717, 2.8026295872842293, 4.1387889445362696, 5.99222662706451, 1.4332794810294907, 1.8936710079908539, 1.1082879938359826, 2.98138584761455, 2.6937809288279677, 1.3650497719562058, 1.7628518523121282, 2.4272123976288418, 3.862830974188178, 3.2898601289969807, 5.46768147190774, 6.637611194651226, 3.7724989747349853, 5.168473100774231, 1.1283507524823841, 4.843787204692607, 2.6449358121963042, 1.939998384430885, 1.9900393950315038, 5.432859992294981, 4.234482769334014, 1.385162675382455, 3.1533125380590805, 3.1533125380590805, 4.55239073160426, 3.982494687263101, 1.9349282314489171, 1.8124467172878322, 3.5257173748244623, 3.323589483887805, 6.255993575005904, 5.660876446245046, 1.5443806156561077, 0.6607478842258319, 1.6973175338958832, 1.7038323163532876, 4.061471783464031, 2.5137960281854674, 5.878395802005791, 3.5395015969279338, 2.4262812705829724, 3.448443647706514, 4.12246852747089, 2.6570469882063454, 1.212150943865187, 3.2069870257372592, 3.4359641219381865, 4.347741620788646, 4.468657959163383, 3.3887109001205458, 0.822657114096462, 2.574317111362422, 5.662544459219309, 3.8024227323001982, 1.9050890427131617, 3.965228913716183, 2.3818507586961117, 3.1226966334025135, 2.289164502218301, 3.320678228342054, 1.5392695142107944, 1.304799483017883, 3.2005201511178503, 1.0049479911019426, 0.8911398461481106, 1.4102131308486712, 4.810489206755565, 7.312177600755589, 7.299374091242375, 2.641881454509302, 2.793075422222775, 3.21853803422521, 2.8347785427566583, 5.88845271974847, 2.990557309207501, 7.144964519616737, 6.6016386841810935, 3.115323673058521, 1.8681652105832207, 3.1340002734040047, 1.379695092398126, 1.9118478382442492, 3.7531000285831464, 6.110504243975793, 3.901311096474331, 4.170268246610411, 3.3202061093367474, 3.3049563796338877, 8.136549765742476, 2.822952887519107, 5.243622168093756, 6.304115973007571, 2.3303395802005795, 1.7472398623038015, 2.1683562826997407, 1.4936414927858626, 1.5540755837796862, 3.5707206680999666, 0.822532839549132, 2.643170492251482, 2.0726943964606614, 2.3787350715200017, 1.3089962966184896, 1.726427603862453, 2.777206183901475, 0.6579489107335926, 1.6365252215193808, 4.445742043322108, 3.8172281183590795, 3.5171453515105577, 3.83403631302273, 1.7049476804155743, 2.862887954068128, 3.408967962021699, 1.5990393577491395, 4.730271912709559, 6.7372750941379715, 7.333032982464863, 2.225514496625946, 2.0854272558937206, 2.4916819938608374, 3.023888674860502, 0.7560714330098055, 8.857402413411705, 3.6296090322741, 5.189311829694161, 2.3519523531385538, 4.555071333590167, 1.6179380988479752, 7.144964519616737, 1.1303304460213504, 3.1685221892204267, 2.7690217729006923, 2.3519523531385538, 5.706332161010104, 1.8811478618564137, 3.067665067667491, 2.3450439310524813, 4.639108267985633, 2.202207737333316, 2.4822160015907144, 3.448443647706514, 4.270354306734438, 0.5730849292256454, 2.9633355909876102, 2.734222041333714, 1.6029906669814957, 2.105104514894305, 4.935730796475574, 2.8668754893310306, 2.5528437123292775, 2.911633340375558, 6.700151614947744, 2.3303395802005795, 2.7929674897784196, 3.251955460002237, 2.3965802751438483, 3.6065677855518423, 2.887179216324705, 0.827325487466912, 1.738053487765171, 2.3533603216225285, 6.368999092795805, 1.449446046205277, 1.4125719238942673, 4.390364994345509, 1.465282662457902, 2.4548013471360934, 0.656541501485081, 2.2230830651074354, 0.403898492549741, 0.8872024556650553, 2.777206183901475, 3.395674313693813, 2.289164502218301, 7.489984714230679, 4.55239073160426, 1.3429787987622255, 3.1715447947605853, 3.7416212857444675, 4.55239073160426, 5.743142468341062, 0.6660526054158848, 7.144964519616737, 1.709448283147129, 7.106446120770005, 1.4745708178507961, 3.229914126287796, 1.9085910994569204, 3.3958402823517724, 2.1338579790473116, 3.5388047274037815, 3.27715709545528, 2.247750941379696, 4.270354306734438, 4.630470876259835, 3.294823654417339, 2.2921311220748883, 2.7576801670249917, 3.967548746691191, 1.2391694110629203, 3.785633551642289, 5.709956566045707, 4.805798650378416, 1.4684901885244883, 2.683543564442567, 6.818204046379261, 3.2677792759764883, 6.47618321796513, 3.9857520474231682, 2.3519523531385538, 4.587043073558105, 2.5121487690606097, 1.2543418419973407, 9.028514359923944, 5.216288975604906, 3.96952104589459, 6.700151614947744, 3.448443647706514, 0.6820603477201834, 7.573756446742145, 3.9818608870717194, 6.807067182820289, 3.448443647706514, 3.013251084295426, 7.573756446742145, 3.448443647706514, 3.416163582586652, 2.566870580486411, 3.3311233176333164, 1.9085910994569204, 3.444102675631004, 3.5102222028906267, 2.5316524786558467, 2.5316524786558467, 2.289164502218301, 0.9102141250450497, 1.1010591298296197, 2.9482020579865043, 1.2495305528974612, 1.8497868691513293, 2.3519523531385538, 3.804737967116956, 0.9601429778667032, 2.6332030521828833, 1.8872836069444618, 2.379986826897983, 3.448443647706514, 1.2543418419973407, 4.494599960232145, 4.929793890663253, 1.4705683696422138, 1.735173300856252, 3.6458103943231395, 4.287728199137535, 4.262163122770825, 2.833593274261499, 4.274772018342924, 3.238186710079909, 4.719585668659203, 3.448443647706514, 3.770138255433906, 1.6796331415362822, 3.0529785502131306, 2.1385145463357653, 3.448443647706514, 3.448443647706514, 5.878395802005791, 0.18747157219729832, 1.324058930990344, 0.3759861185330633, 1.2044971851815032, 4.894005990033182, 2.37070445027154, 1.1279369182397756, 5.078839462139762, 4.938595635477898, 1.0535483490126387, 0.21672797544334949, 3.5841745684566355, 5.048285446207763, 4.514529248014713, 1.6371683423018137, 1.0723153590913046, 2.907027663514236, 1.3925000310686368, 4.176171163334039, 0.4741971864242486, 2.643832875588751, 2.733881280524936, 1.6386463394932087, 2.1704785812817677, 3.9738139858575576, 0.9059577217989985]"
