,Mean,Median,Max,Officers Maxed,RTs,percentage,Responder,Grouping
Index_all_data_0.25_0__0.1,3.2012859747401023,2.699108174779724,23.883658518398803,2,"[6.237922253843192, 0.892773745759131, 3.341604632955125, 1.651954217256764, 4.730849602942822, 5.1076221308113885, 7.900519343333293, 0.8822122733542943, 1.8487988865000562, 1.8375295462736279, 1.5678973989337246, 0.7813265065182, 1.2993761417724037, 0.7608398473908561, 6.2177551045770345, 1.9917590440801818, 0.6104157604980924, 3.1880857991474767, 2.457610262592119, 2.247263288055973, 1.9899266158798021, 1.6644059055264893, 4.009955633986604, 4.451080877875403, 1.8889050791007498, 1.5293291038562395, 2.2984901885244886, 1.8730249667565588, 1.5054133992816934, 2.8956270893658274, 2.9924654206072065, 3.2202440752109562, 5.080300185169075, 1.5973873761914825, 3.1952514695465233, 3.667492263909429, 3.6016070563087985, 3.4037555768203123, 3.3833422396758923, 3.071296307803199, 3.816532243031306, 1.3400738812183879, 10.78462879192713, 2.581937005231959, 3.869631339555346, 2.740404140827917, 5.932829296481789, 6.067613120906707, 1.0286344091366648, 6.5790232641952615, 1.5052633377657925, 1.5040516609293253, 2.740404140827917, 4.662447649346937, 2.0541128661438854, 3.444644699069184, 1.7572442740502319, 3.18226136180049, 6.2892293113947355, 1.8127558502243157, 3.34128089775933, 3.824587097816497, 3.8201458361812914, 2.5770769383722523, 3.1984475002174797, 1.4130938769930532, 7.301536468365916, 2.63975076739533, 3.4410273776827767, 1.4327034685026163, 3.304794760585086, 6.540265761119468, 4.575054370114456, 2.6137239489480164, 1.467830912050903, 2.4504334074838137, 4.450824437346988, 4.403222625424088, 2.893147066499311, 1.7700016777063894, 2.9662923931549585, 1.8705151179986828, 0.5662538680452857, 0.8668792797047239, 2.101867100799086, 10.79204363279357, 0.4459716405482993, 4.16080380777213, 1.979313258851455, 3.748111648253322, 1.840471870456212, 2.02381404799483, 1.7495066300471, 1.1990539600084509, 1.3226049187865834, 0.7549660109113054, 2.743060571414369, 1.7670952067307095, 3.377148396236967, 1.8680356543676293, 1.696443573141785, 3.156755875079226, 3.2396687461940923, 6.2807820597263495, 3.142906098152037, 5.060169075521642, 1.2842510594405163, 2.670528477512521, 2.5966407968483978, 3.651829010650329, 3.4224151515528103, 2.500838853194477, 5.512581182348043, 2.2921311220748883, 2.196663228404191, 5.062961462462873, 2.4016040115823882, 2.246811425801882, 2.82421738103819, 5.160727378925523, 6.828651993985114, 4.792862477785926, 4.926976275988914, 6.6362269004685155, 4.239999005803622, 1.7156364720941504, 5.210421166440904, 2.814646687461942, 4.335311991251073, 4.990796227024746, 3.7398632979979376, 4.031186014142444, 2.2592437893794974, 2.775851902021947, 3.204433991574186, 1.8221587731616693, 6.816519194203835, 2.123418295698858, 2.1826005691774273, 2.256310972199784, 0.9416751587607344, 2.437883355909876, 2.2877204319783266, 1.870810394323139, 1.735173300856252, 1.3952085948276935, 3.2557362024183836, 3.1150067729628295, 6.8232848869723, 0.1892210471373358, 7.144963587557632, 2.777206183901475, 3.6615692147091363, 2.1532298954851057, 3.4224151515528103, 1.8843793107733608, 4.705350951321661, 0.9797329961350617, 2.556963413573267, 2.217083711335082, 2.117970720916649, 2.917426087712976, 2.7362487106515716, 4.978312538059081, 2.289164502218301, 3.4583099282935867, 23.883658518398803, 4.2633790870791755, 2.461636695788336, 2.518415313109722, 1.6864384778853445, 0.18720686741148546, 4.461450656790984, 2.1978410404265105, 4.050127692097381, 4.065058160488151, 2.520021996594877, 1.6563547789777178, 6.047626356145997, 4.0189242173810396, 2.065948339070675, 2.6074250935165972, 0.470862278946649, 18.723505598568366, 3.831052791827706, 1.461144568580909, 1.5769663340251288, 4.423926578597438, 3.0481874557271933, 2.934492711297799, 4.791944213155706, 2.5225993264319535, 5.062475673257358, 1.7276902332633255, 2.360353623224427, 1.911422073645097, 2.691532553717673, 2.9321715113027715, 3.139862863037022, 2.6346302210844197, 6.4208135011868235, 2.9086805771309976, 1.795208284141325, 2.5721755502255585, 4.8657655312115535, 1.6568774777237876, 3.2746986342227253, 5.651712813948579, 1.4521692122236445, 2.608362744976202, 2.357381286738663, 3.9500841960058173, 2.6072386816956024, 5.062961462462873, 1.4629121254675832, 1.2018899051785206, 8.46963935526365, 1.4599112058359331, 2.6576209502031887, 1.820008202120124, 1.0434392359600833, 2.1059195073756944, 4.613049448842383, 0.7609311891831435, 3.1499798053860597, 3.25454409882312, 3.02196397280873, 6.63488585382828, 2.0525087924242236, 1.0150226179676143, 2.289164502218301, 1.7565753662992285, 2.510639454683287, 4.176171163334039, 1.2796267413970945, 4.109796562566021, 2.385058533311793, 6.974888898554689, 7.580134527197487, 0.9419575726695418, 5.131117352455044, 0.8843535238047896, 3.2379295239042096, 3.6467045496911776, 3.221489244037929, 1.8233433581468181, 9.233184348863508, 4.905181005878186, 1.5696518448556553, 3.160093268047772, 2.379986826897983, 5.462942572731679, 3.415329265413152, 7.115269302944065, 2.3188269725477526, 2.009583121030982, 1.2369952899946564, 1.7087570059776058, 2.3416214100190142, 2.260854760336536, 2.98286968570967, 1.6973175338958832, 2.4770225682577958, 1.4038795406812732, 4.555071333590167, 3.126271639305554, 2.924041470416444, 2.0750767395329768, 1.9864768787204696, 5.037044378440853, 2.006314886848025, 3.301717784930469, 1.3005365553580972, 2.6473535735146085, 3.3298779623945225, 3.7766261324518133, 4.500995625535936, 1.6586448481986407, 2.7696356891645024, 4.218793480557247, 3.781105608510322, 2.3911459977382035, 6.976467061031232, 0.7075680092460264, 2.8702118881031984, 3.907671592081226, 2.806295375744094, 3.3791131768302534, 1.724302819789479, 4.342173499695528, 2.7199935998608127, 1.8591316937378057, 2.4850336162650537, 2.5951845477027855, 2.8005738377222964, 2.7982586029055394, 3.877817925360707, 2.4431301030236, 6.090726011905502, 1.165582599077883, 2.706683795841774, 2.085232455540781, 2.475067108255559, 1.4524199361228827, 1.1442855456274001, 1.994859072663328]",0.1,Police,Index
nonIndex_all_data_0.25_0__0.9,3.289841816738943,3.02196397280873,10.54640604222849,0,"[1.2802465607019027, 2.988931798128426, 1.1568307504939914, 8.671064162948786, 1.3174422434041284, 2.4826425739744242, 4.217887146283569, 8.402948289360857, 2.547301688891099, 4.090407931201612, 0, 3.947274037804319, 1.8765341692867887, 4.031900344240497, 1.6731532802266769, 4.635222202890626, 5.717359911516522, 3.994603253507649, 2.0481663290541463, 4.9930121043409095, 6.395451240881355, 1.7022381845974128, 1.7607848559036627, 5.475271229199549, 6.089798302409685, 3.831052791827706, 3.831052791827706, 3.831052791827706, 2.122213143276126, 0.752836255856438, 2.9553114941528835, 2.3991257285595338, 2.536104862863037, 1.6444952589260198, 1.0710266320354929, 6.108903649943457, 1.0720264207687624, 3.0023077783439183, 2.4375798774652964, 2.445722221531808, 5.404290268060199, 0.6532476046081003, 3.4454063156324963, 5.406452210222825, 6.254286788372874, 5.5999108330122915, 2.256310972199784, 0.5825667665005531, 2.1509892253967466, 2.694053649322083, 1.982223147377186, 3.181318117986256, 4.003140790634671, 2.9553114941528835, 2.9102479898591973, 3.1100712093156204, 1.1042290628456386, 2.4652509724483336, 2.016299228255061, 3.2206357885841403, 2.3775063069332774, 4.109205326407099, 1.57740378043173, 5.161562503883579, 4.909215703331802, 3.110616774578399, 3.067358358084681, 5.048285446207763, 3.533723141163459, 1.0596859582188973, 2.3922011507823084, 3.1625488709657374, 1.8621030360271917, 1.1590089726223176, 4.241007183068837, 5.483746069817441, 4.4347539985335604, 1.4680384505449442, 1.129462698994619, 6.0661926628307254, 2.5947972460760313, 3.6698757254526706, 4.243676289659117, 4.784133557856016, 2.4969870878745324, 1.2260717436961737, 1.8219412927038416, 7.201943032547505, 1.829864851429779, 0.6891113748493172, 7.201943032547505, 4.881593075422224, 2.4440451986528644, 3.578423763778941, 2.8812106205028156, 2.168944225583158, 2.6511470540718562, 4.383087166167497, 6.113985857556515, 1.989621832552475, 2.4751444691612714, 2.7128903774218003, 2.9960430362757395, 3.676864739582687, 1.9663632296469362, 0.5003591534417837, 1.5769787614798616, 1.2635275951632348, 1.046874060173736, 0.5674385151677086, 0.7513906321846222, 3.9025460747884235, 1.489021275802503, 2.4557663389961104, 4.2894710253892905, 2.381206892266395, 2.654768103694683, 2.0277905849602944, 4.707738451787691, 2.643875128934843, 3.610073384120198, 9.541677892800777, 5.593828588116868, 6.094823033044603, 3.319347682901065, 3.142906098152037, 1.5607127766662112, 3.3069662097505814, 2.4007251419836706, 2.247716455192812, 4.983254377570928, 6.137932320081523, 3.204298035219407, 0.5256595250226802, 2.340049585544385, 5.955710415449814, 3.3231905625908755, 2.6072386816956024, 4.930967353076417, 2.4045605652006414, 1.57907123417053, 2.2921311220748883, 6.042147091354221, 2.278179874979806, 3.1046359377135975, 4.279544098823121, 7.063107236506891, 4.335956665465347, 6.412732735158515, 1.2802465607019027, 3.470609069556465, 5.996186386966087, 4.312984763940497, 2.9458094622640334, 4.0899322082344325, 4.015625598071261, 3.463580971081313, 3.259645568991015, 7.221857718070764, 2.6683703878608624, 3.1009968061441335, 0, 1.9934814893061756, 1.3530431729777428, 3.1215892850485294, 3.1215892850485294, 5.0638759367194, 2.8718549218934473, 1.2784784445797657, 1.4521692122236445, 2.63975076739533, 4.803427926976275, 6.629155430176346, 5.981442889631776, 2.0053792237811776, 8.970802005791196, 3.5205652627785313, 3.0805103334286104, 7.346675966545293, 4.025663191121827, 4.975844321274559, 4.905324232293985, 1.982492512458524, 2.814646687461942, 3.299242049535835, 2.3359246647694087, 0.6636663476953286, 1.4745708178507961, 4.4172188599053035, 2.959804329725229, 1.2303059017982532, 3.7739637988243633, 4.775700659897846, 2.854805510333428, 0.7899521542992781, 4.20888997974325, 0.5971946885058472, 3.1468078839772837, 2.6913237724781593, 5.283235984937926, 1.7565753662992285, 4.414687325238917, 1.4861934084780097, 3.4226943964606606, 1.0141763083002973, 3.210943616637877, 6.974888898554689, 3.329612449824152, 1.9665384567586717, 3.1009968061441335, 1.7318049635254207, 6.836370189021587, 1.3153301974722558, 4.174793517839611, 3.369391800365367, 2.0693697416332166, 2.9077196241937697, 4.636019424111749, 6.012665005530218, 0.9429138653112458, 2.0031534666384982, 2.5072408565001805, 3.3049563796338877, 1.763787639653523, 1.9899266158798021, 3.5103802179775556, 4.241707780829409, 5.385303602719128, 2.303956901586986, 3.637890688108169, 0.5272649036250886, 3.3667773124386398, 2.8121733132837066, 2.5836523046714803, 1.143030683385736, 4.786223420781192, 1.2253436191233673, 5.062961462462873, 1.4008494165310006, 1.1096620353685365, 1.7154302384828564, 1.1568307504939914, 4.508296817328842, 3.8171253433084376, 2.4186076279717157, 2.8790497968111155, 2.8871009854971605, 3.8661942162625675, 2.988931798128426, 1.9868181987647113, 1.9396215218661068, 3.7481959063964116, 3.8467247443051193, 2.9216348938073997, 3.742306038500256, 3.7055211453142287, 7.301536468365916, 5.032463307939902, 3.7481959063964116, 2.179933388842631, 4.13564256154697, 7.192831222737272, 2.5496346328308506, 2.9086805771309976, 3.4942351522984585, 0.7247784806193844, 1.3712136652292246, 2.139792088682317, 0.28677501335951383, 3.329612449824152, 1.3952085948276935, 5.220331813041372, 1.711540755837797, 2.6683703878608624, 3.486841500242336, 2.9338871835659344, 1.1172909391427541, 5.329152136900842, 2.0744466675780133, 2.7724414977568443, 10.54640604222849, 1.789625250102527, 1.8330821951856042, 4.962920016901339, 3.3170918513179317, 1.9587203449861437, 0.6891113748493172, 3.6042495681459474, 2.0031534666384982, 4.3773335653124885, 3.143530577752371, 4.936212981719215, 0.704261063541576, 2.716118408788697, 3.1271191917183447, 1.8611318925770817, 6.415193371195648, 0.05062945058222626, 7.246064846458797, 1.964332583543565, 1.2802465607019027, 6.2177551045770345, 2.193692072526626, 3.3452713534740957, 3.139862863037022, 4.768028508581157, 2.304391241129905, 4.658954105409672, 4.350821019796936, 4.70827606347944, 1.999427094336809, 2.016299228255061, 4.886144257894541, 7.115269302944065, 3.857479774317422, 2.0031534666384982, 5.28648452160513, 0.8658260529161024, 0.7581461965774791, 3.198253631923646, 2.9504514272931766, 3.567113785775536, 3.0082272857196126, 3.048327823828402, 3.8172281183590795, 1.8252090919258828, 6.734483701393118, 4.754960729243044, 3.095446766997652, 1.9344787304112248, 1.795208284141325, 4.51668012974263, 6.63488585382828, 3.014062286403122, 2.4462142866019607, 3.3476431332098877, 2.6313613033914525, 2.842564964519618, 2.7844423801061304, 5.261775634732253, 2.5331129531360688, 3.96952104589459, 2.5252827245951757, 3.2085444965016716, 3.02196397280873, 4.153759615743101, 0.7152478655846497, 6.8175243267426415, 1.0514505946537092, 1.8793368710154474, 3.4199028794412625, 3.3870151739222294, 4.5380199336373925, 5.170348652242534, 3.2137202207115965, 2.8290435830837493, 4.213010613046344, 7.541398647892928, 3.108171610722408, 2.8290435830837493, 1.8070566194837634, 4.596769172455791, 3.70507984639666, 6.501524227323003, 2.085232455540781, 1.201668385797905, 3.570986864180348, 2.008155827854897, 2.5581327749263676, 4.597512769209738, 2.052252103346714, 1.9766196080380782, 4.364969055637716, 6.923301477624368, 1.2970922241415737, 1.3444626368573454, 2.3965802751438483, 5.21032093901848, 3.09584363776455, 3.2392791454882133, 8.276782904793272, 1.90295649148098, 5.996186386966087, 1.073262331141959, 3.7866856599599847]",0.9,Alternative,Index
Index_all_data_0.25_0__0.2,3.0844305711812527,2.699108174779724,10.79204363279357,0,"[6.237922253843192, 0.892773745759131, 3.341604632955125, 1.651954217256764, 4.730849602942822, 5.1076221308113885, 7.900519343333293, 0.8822122733542943, 1.8487988865000562, 1.8375295462736279, 1.5678973989337246, 0.7813265065182, 1.2993761417724037, 0.7608398473908561, 6.2177551045770345, 1.9917590440801818, 0.6104157604980924, 3.1880857991474767, 2.457610262592119, 2.247263288055973, 1.9899266158798021, 1.6644059055264893, 4.009955633986604, 4.451080877875403, 1.8889050791007498, 1.5293291038562395, 2.2984901885244886, 1.8730249667565588, 1.5054133992816934, 2.8956270893658274, 2.9924654206072065, 3.2202440752109562, 5.080300185169075, 1.5973873761914825, 3.1952514695465233, 3.667492263909429, 3.6016070563087985, 3.4037555768203123, 3.3833422396758923, 3.071296307803199, 3.816532243031306, 1.3400738812183879, 10.78462879192713, 2.581937005231959, 3.869631339555346, 2.740404140827917, 5.932829296481789, 6.067613120906707, 1.0286344091366648, 6.5790232641952615, 1.5052633377657925, 1.5040516609293253, 2.740404140827917, 4.662447649346937, 2.0541128661438854, 3.444644699069184, 1.7572442740502319, 3.18226136180049, 6.2892293113947355, 1.8127558502243157, 3.34128089775933, 3.824587097816497, 3.8201458361812914, 2.5770769383722523, 3.1984475002174797, 1.4130938769930532, 7.301536468365916, 2.63975076739533, 3.4410273776827767, 1.4327034685026163, 3.304794760585086, 6.540265761119468, 4.575054370114456, 2.6137239489480164, 1.467830912050903, 2.4504334074838137, 4.450824437346988, 4.403222625424088, 2.893147066499311, 1.7700016777063894, 2.9662923931549585, 1.8705151179986828, 0.5662538680452857, 0.8668792797047239, 2.101867100799086, 10.79204363279357, 0.4459716405482993, 4.16080380777213, 1.979313258851455, 3.748111648253322, 1.840471870456212, 2.02381404799483, 1.7495066300471, 1.1990539600084509, 1.3226049187865834, 0.7549660109113054, 2.743060571414369, 1.7670952067307095, 3.377148396236967, 1.8680356543676293, 1.696443573141785, 3.156755875079226, 3.2396687461940923, 6.2807820597263495, 3.142906098152037, 5.060169075521642, 1.2842510594405163, 2.670528477512521, 2.5966407968483978, 3.651829010650329, 3.4224151515528103, 2.500838853194477, 5.512581182348043, 2.2921311220748883, 2.196663228404191, 5.062961462462873, 2.4016040115823882, 2.246811425801882, 2.82421738103819, 5.160727378925523, 6.828651993985114, 4.792862477785926, 4.926976275988914, 6.6362269004685155, 4.239999005803622, 1.7156364720941504, 5.210421166440904, 2.814646687461942, 4.335311991251073, 4.990796227024746, 3.7398632979979376, 4.031186014142444, 2.2592437893794974, 2.775851902021947, 3.204433991574186, 1.8221587731616693, 6.816519194203835, 2.123418295698858, 2.1826005691774273, 2.256310972199784, 0.9416751587607344, 2.437883355909876, 2.2877204319783266, 1.870810394323139, 1.735173300856252, 1.3952085948276935, 3.2557362024183836, 3.1150067729628295, 6.8232848869723, 0.1892210471373358, 7.144963587557632, 2.777206183901475, 3.6615692147091363, 2.1532298954851057, 3.4224151515528103, 1.8843793107733608, 4.705350951321661, 0.9797329961350617, 2.556963413573267, 2.217083711335082, 2.117970720916649, 2.917426087712976, 2.7362487106515716, 3.0488063429728967, 4.978312538059081, 2.289164502218301, 3.4583099282935867, 4.2633790870791755, 2.461636695788336, 2.518415313109722, 1.6864384778853445, 0.18720686741148546, 4.461450656790984, 2.1978410404265105, 4.050127692097381, 4.065058160488151, 2.520021996594877, 1.6563547789777178, 6.047626356145997, 4.0189242173810396, 2.065948339070675, 2.6074250935165972, 3.8006042849863926, 0.470862278946649, 3.831052791827706, 1.461144568580909, 1.5769663340251288, 4.423926578597438, 3.0481874557271933, 2.934492711297799, 4.791944213155706, 2.5225993264319535, 5.062475673257358, 1.7276902332633255, 2.360353623224427, 1.911422073645097, 2.691532553717673, 2.9321715113027715, 3.139862863037022, 2.6346302210844197, 6.4208135011868235, 2.9086805771309976, 1.795208284141325, 2.5721755502255585, 4.8657655312115535, 1.6568774777237876, 3.2746986342227253, 5.651712813948579, 1.4521692122236445, 2.608362744976202, 2.357381286738663, 3.9500841960058173, 2.6072386816956024, 5.062961462462873, 1.4629121254675832, 1.2018899051785206, 8.46963935526365, 1.4599112058359331, 2.6576209502031887, 1.820008202120124, 1.0434392359600833, 2.1059195073756944, 4.613049448842383, 0.7609311891831435, 3.1499798053860597, 3.25454409882312, 3.02196397280873, 6.63488585382828, 2.0525087924242236, 1.0150226179676143, 2.289164502218301, 1.7565753662992285, 2.510639454683287, 4.176171163334039, 1.2796267413970945, 4.109796562566021, 2.385058533311793, 6.974888898554689, 7.580134527197487, 0.9419575726695418, 5.131117352455044, 0.8843535238047896, 3.2379295239042096, 3.6467045496911776, 3.221489244037929, 1.8233433581468181, 9.233184348863508, 4.905181005878186, 1.5696518448556553, 3.160093268047772, 2.379986826897983, 5.462942572731679, 3.415329265413152, 7.115269302944065, 2.3188269725477526, 2.009583121030982, 1.2369952899946564, 1.7087570059776058, 2.3416214100190142, 2.260854760336536, 2.98286968570967, 1.6973175338958832, 2.4770225682577958, 1.4038795406812732, 4.555071333590167, 3.126271639305554, 2.924041470416444, 2.0750767395329768, 1.9864768787204696, 5.037044378440853, 2.006314886848025, 3.301717784930469, 1.3005365553580972, 2.6473535735146085, 3.3298779623945225, 3.7766261324518133, 4.500995625535936, 1.6586448481986407, 2.7696356891645024, 4.218793480557247, 3.781105608510322, 2.3911459977382035, 6.976467061031232, 0.7075680092460264, 2.8702118881031984, 3.907671592081226, 2.806295375744094, 3.3791131768302534, 1.724302819789479, 4.342173499695528, 2.7199935998608127, 1.8591316937378057, 2.4850336162650537, 2.5951845477027855, 2.8005738377222964, 2.7982586029055394, 3.877817925360707, 2.4431301030236, 6.090726011905502, 1.165582599077883, 2.706683795841774, 2.085232455540781, 2.475067108255559, 1.4524199361228827, 1.1442855456274001, 1.994859072663328]",0.2,Police,Index
nonIndex_all_data_0.25_0__0.8,3.289841816738943,3.02196397280873,10.54640604222849,0,"[1.2802465607019027, 2.988931798128426, 1.1568307504939914, 8.671064162948786, 1.3174422434041284, 2.4826425739744242, 4.217887146283569, 8.402948289360857, 2.547301688891099, 4.090407931201612, 0, 3.947274037804319, 1.8765341692867887, 4.031900344240497, 1.6731532802266769, 4.635222202890626, 5.717359911516522, 3.994603253507649, 2.0481663290541463, 4.9930121043409095, 6.395451240881355, 1.7022381845974128, 1.7607848559036627, 5.475271229199549, 6.089798302409685, 3.831052791827706, 3.831052791827706, 3.831052791827706, 2.122213143276126, 0.752836255856438, 2.9553114941528835, 2.3991257285595338, 2.536104862863037, 1.6444952589260198, 1.0710266320354929, 6.108903649943457, 1.0720264207687624, 3.0023077783439183, 2.4375798774652964, 2.445722221531808, 5.404290268060199, 0.6532476046081003, 3.4454063156324963, 5.406452210222825, 6.254286788372874, 5.5999108330122915, 2.256310972199784, 0.5825667665005531, 2.1509892253967466, 2.694053649322083, 1.982223147377186, 3.181318117986256, 4.003140790634671, 2.9553114941528835, 2.9102479898591973, 3.1100712093156204, 1.1042290628456386, 2.4652509724483336, 2.016299228255061, 3.2206357885841403, 2.3775063069332774, 4.109205326407099, 1.57740378043173, 5.161562503883579, 4.909215703331802, 3.110616774578399, 3.067358358084681, 5.048285446207763, 3.533723141163459, 1.0596859582188973, 2.3922011507823084, 3.1625488709657374, 1.8621030360271917, 1.1590089726223176, 4.241007183068837, 5.483746069817441, 4.4347539985335604, 1.4680384505449442, 1.129462698994619, 6.0661926628307254, 2.5947972460760313, 3.6698757254526706, 4.243676289659117, 4.784133557856016, 2.4969870878745324, 1.2260717436961737, 1.8219412927038416, 7.201943032547505, 1.829864851429779, 0.6891113748493172, 7.201943032547505, 4.881593075422224, 2.4440451986528644, 3.578423763778941, 2.8812106205028156, 2.168944225583158, 2.6511470540718562, 4.383087166167497, 6.113985857556515, 1.989621832552475, 2.4751444691612714, 2.7128903774218003, 2.9960430362757395, 3.676864739582687, 1.9663632296469362, 0.5003591534417837, 1.5769787614798616, 1.2635275951632348, 1.046874060173736, 0.5674385151677086, 0.7513906321846222, 3.9025460747884235, 1.489021275802503, 2.4557663389961104, 4.2894710253892905, 2.381206892266395, 2.654768103694683, 2.0277905849602944, 4.707738451787691, 2.643875128934843, 3.610073384120198, 9.541677892800777, 5.593828588116868, 6.094823033044603, 3.319347682901065, 3.142906098152037, 1.5607127766662112, 3.3069662097505814, 2.4007251419836706, 2.247716455192812, 4.983254377570928, 6.137932320081523, 3.204298035219407, 0.5256595250226802, 2.340049585544385, 5.955710415449814, 3.3231905625908755, 2.6072386816956024, 4.930967353076417, 2.4045605652006414, 1.57907123417053, 2.2921311220748883, 6.042147091354221, 2.278179874979806, 3.1046359377135975, 4.279544098823121, 7.063107236506891, 4.335956665465347, 6.412732735158515, 1.2802465607019027, 3.470609069556465, 5.996186386966087, 4.312984763940497, 2.9458094622640334, 4.0899322082344325, 4.015625598071261, 3.463580971081313, 3.259645568991015, 7.221857718070764, 2.6683703878608624, 3.1009968061441335, 0, 1.9934814893061756, 1.3530431729777428, 3.1215892850485294, 3.1215892850485294, 5.0638759367194, 2.8718549218934473, 1.2784784445797657, 1.4521692122236445, 2.63975076739533, 4.803427926976275, 6.629155430176346, 5.981442889631776, 2.0053792237811776, 8.970802005791196, 3.5205652627785313, 3.0805103334286104, 7.346675966545293, 4.025663191121827, 4.975844321274559, 4.905324232293985, 1.982492512458524, 2.814646687461942, 3.299242049535835, 2.3359246647694087, 0.6636663476953286, 1.4745708178507961, 4.4172188599053035, 2.959804329725229, 1.2303059017982532, 3.7739637988243633, 4.775700659897846, 2.854805510333428, 0.7899521542992781, 4.20888997974325, 0.5971946885058472, 3.1468078839772837, 2.6913237724781593, 5.283235984937926, 1.7565753662992285, 4.414687325238917, 1.4861934084780097, 3.4226943964606606, 1.0141763083002973, 3.210943616637877, 6.974888898554689, 3.329612449824152, 1.9665384567586717, 3.1009968061441335, 1.7318049635254207, 6.836370189021587, 1.3153301974722558, 4.174793517839611, 3.369391800365367, 2.0693697416332166, 2.9077196241937697, 4.636019424111749, 6.012665005530218, 0.9429138653112458, 2.0031534666384982, 2.5072408565001805, 3.3049563796338877, 1.763787639653523, 1.9899266158798021, 3.5103802179775556, 4.241707780829409, 5.385303602719128, 2.303956901586986, 3.637890688108169, 0.5272649036250886, 3.3667773124386398, 2.8121733132837066, 2.5836523046714803, 1.143030683385736, 4.786223420781192, 1.2253436191233673, 5.062961462462873, 1.4008494165310006, 1.1096620353685365, 1.7154302384828564, 1.1568307504939914, 4.508296817328842, 3.8171253433084376, 2.4186076279717157, 2.8790497968111155, 2.8871009854971605, 3.8661942162625675, 2.988931798128426, 1.9868181987647113, 1.9396215218661068, 3.7481959063964116, 3.8467247443051193, 2.9216348938073997, 3.742306038500256, 3.7055211453142287, 7.301536468365916, 5.032463307939902, 3.7481959063964116, 2.179933388842631, 4.13564256154697, 7.192831222737272, 2.5496346328308506, 2.9086805771309976, 3.4942351522984585, 0.7247784806193844, 1.3712136652292246, 2.139792088682317, 0.28677501335951383, 3.329612449824152, 1.3952085948276935, 5.220331813041372, 1.711540755837797, 2.6683703878608624, 3.486841500242336, 2.9338871835659344, 1.1172909391427541, 5.329152136900842, 2.0744466675780133, 2.7724414977568443, 10.54640604222849, 1.789625250102527, 1.8330821951856042, 4.962920016901339, 3.3170918513179317, 1.9587203449861437, 0.6891113748493172, 3.6042495681459474, 2.0031534666384982, 4.3773335653124885, 3.143530577752371, 4.936212981719215, 0.704261063541576, 2.716118408788697, 3.1271191917183447, 1.8611318925770817, 6.415193371195648, 0.05062945058222626, 7.246064846458797, 1.964332583543565, 1.2802465607019027, 6.2177551045770345, 2.193692072526626, 3.3452713534740957, 3.139862863037022, 4.768028508581157, 2.304391241129905, 4.658954105409672, 4.350821019796936, 4.70827606347944, 1.999427094336809, 2.016299228255061, 4.886144257894541, 7.115269302944065, 3.857479774317422, 2.0031534666384982, 5.28648452160513, 0.8658260529161024, 0.7581461965774791, 3.198253631923646, 2.9504514272931766, 3.567113785775536, 3.0082272857196126, 3.048327823828402, 3.8172281183590795, 1.8252090919258828, 6.734483701393118, 4.754960729243044, 3.095446766997652, 1.9344787304112248, 1.795208284141325, 4.51668012974263, 6.63488585382828, 3.014062286403122, 2.4462142866019607, 3.3476431332098877, 2.6313613033914525, 2.842564964519618, 2.7844423801061304, 5.261775634732253, 2.5331129531360688, 3.96952104589459, 2.5252827245951757, 3.2085444965016716, 3.02196397280873, 4.153759615743101, 0.7152478655846497, 6.8175243267426415, 1.0514505946537092, 1.8793368710154474, 3.4199028794412625, 3.3870151739222294, 4.5380199336373925, 5.170348652242534, 3.2137202207115965, 2.8290435830837493, 4.213010613046344, 7.541398647892928, 3.108171610722408, 2.8290435830837493, 1.8070566194837634, 4.596769172455791, 3.70507984639666, 6.501524227323003, 2.085232455540781, 1.201668385797905, 3.570986864180348, 2.008155827854897, 2.5581327749263676, 4.597512769209738, 2.052252103346714, 1.9766196080380782, 4.364969055637716, 6.923301477624368, 1.2970922241415737, 1.3444626368573454, 2.3965802751438483, 5.21032093901848, 3.09584363776455, 3.2392791454882133, 8.276782904793272, 1.90295649148098, 5.996186386966087, 1.073262331141959, 3.7866856599599847]",0.8,Alternative,Index
